"Tabela 9886 - Pessoas de 15 anos ou mais de idade residentes em favelas e comunidades urbanas, por alfabetização, cor ou raça, sexo e grupos de idade, segundo as Favelas e Comunidades Urbanas",,,,,,,,,,,,,,
Variável - Pessoas de 15 anos ou mais de idade residentes em favelas e comunidades urbanas (Pessoas),,,,,,,,,,,,,,
Favela e Comunidade Urbana 2022,Sexo,Grupo de idade,Ano x Alfabetização x Cor ou raça,,,,,,,,,,,
Favela e Comunidade Urbana 2022,Sexo,Grupo de idade,2022,,,,,,,,,,,
Favela e Comunidade Urbana 2022,Sexo,Grupo de idade,Alfabetizadas,,,,,,Não alfabetizadas,,,,,
Favela e Comunidade Urbana 2022,Sexo,Grupo de idade,Branca,Preta,Amarela,Parda,Indígena,Sem declaração,Branca,Preta,Amarela,Parda,Indígena,Sem declaração
Universo - Belo Horizonte (MG),Mulheres,75 anos ou mais,4,3,-,4,-,-,1,2,-,3,-,-
Universo - Belo Horizonte (MG),Mulheres,80 anos ou mais,3,2,-,1,-,-,1,1,-,1,-,-
Tiradentes - Belo Horizonte (MG),Homens,15 a 19 anos,9,12,-,43,-,-,-,-,-,-,-,-
Tiradentes - Belo Horizonte (MG),Homens,20 a 24 anos,8,18,-,37,-,-,-,-,-,1,-,-
Tiradentes - Belo Horizonte (MG),Homens,25 a 34 anos,24,21,-,56,-,-,1,-,-,2,-,-
Tiradentes - Belo Horizonte (MG),Homens,35 a 44 anos,17,20,-,52,-,-,1,-,-,-,-,-
Tiradentes - Belo Horizonte (MG),Homens,45 a 54 anos,15,22,-,39,-,-,1,-,-,1,-,-
Tiradentes - Belo Horizonte (MG),Homens,55 a 64 anos,12,17,-,24,-,-,1,2,-,6,-,-
Tiradentes - Belo Horizonte (MG),Homens,65 anos ou mais,6,12,-,25,-,-,-,-,-,5,-,-
Tiradentes - Belo Horizonte (MG),Homens,75 anos ou mais,2,4,-,8,-,-,-,-,-,2,-,-
Tiradentes - Belo Horizonte (MG),Homens,80 anos ou mais,-,3,-,4,-,-,-,-,-,-,-,-
Tiradentes - Belo Horizonte (MG),Mulheres,15 a 19 anos,13,11,-,39,-,-,-,-,-,-,-,-
Tiradentes - Belo Horizonte (MG),Mulheres,20 a 24 anos,20,11,-,25,-,-,-,-,-,1,-,-
Tiradentes - Belo Horizonte (MG),Mulheres,25 a 34 anos,19,26,-,45,-,-,-,-,-,-,-,-
Tiradentes - Belo Horizonte (MG),Mulheres,35 a 44 anos,28,19,-,60,-,-,1,-,-,2,-,-
Tiradentes - Belo Horizonte (MG),Mulheres,45 a 54 anos,18,25,-,53,-,-,2,1,-,2,-,-
Tiradentes - Belo Horizonte (MG),Mulheres,55 a 64 anos,14,17,-,42,-,-,-,1,-,3,-,-
Tiradentes - Belo Horizonte (MG),Mulheres,65 anos ou mais,11,17,-,37,1,-,3,3,-,7,-,-
Tiradentes - Belo Horizonte (MG),Mulheres,75 anos ou mais,5,8,-,15,-,-,3,1,-,5,-,-
Tiradentes - Belo Horizonte (MG),Mulheres,80 anos ou mais,1,4,-,9,-,-,1,1,-,3,-,-
Estrela - Belo Horizonte (MG),Homens,15 a 19 anos,18,26,-,32,-,-,-,-,-,-,-,-
Estrela - Belo Horizonte (MG),Homens,20 a 24 anos,10,23,-,35,-,-,-,-,-,1,-,-
Estrela - Belo Horizonte (MG),Homens,25 a 34 anos,19,34,-,66,-,-,1,1,-,-,-,-
Estrela - Belo Horizonte (MG),Homens,35 a 44 anos,15,37,-,47,-,-,-,3,-,1,-,-
Estrela - Belo Horizonte (MG),Homens,45 a 54 anos,9,25,-,43,-,-,-,1,-,3,-,-
Estrela - Belo Horizonte (MG),Homens,55 a 64 anos,3,24,1,27,-,-,-,-,-,2,-,-
Estrela - Belo Horizonte (MG),Homens,65 anos ou mais,6,20,1,21,-,-,2,2,-,3,-,-
Estrela - Belo Horizonte (MG),Homens,75 anos ou mais,1,7,-,2,-,-,1,-,-,-,-,-
Estrela - Belo Horizonte (MG),Homens,80 anos ou mais,1,4,-,-,-,-,-,-,-,-,-,-
Estrela - Belo Horizonte (MG),Mulheres,15 a 19 anos,13,17,-,38,-,-,-,-,-,-,-,-
Estrela - Belo Horizonte (MG),Mulheres,20 a 24 anos,14,25,1,30,-,-,-,-,-,-,-,-
Estrela - Belo Horizonte (MG),Mulheres,25 a 34 anos,20,34,1,61,-,-,-,-,-,1,-,-
Estrela - Belo Horizonte (MG),Mulheres,35 a 44 anos,28,53,-,52,-,-,-,-,-,-,-,-
Estrela - Belo Horizonte (MG),Mulheres,45 a 54 anos,12,41,-,41,-,-,-,-,-,1,-,-
Estrela - Belo Horizonte (MG),Mulheres,55 a 64 anos,10,25,-,37,-,-,1,3,-,-,-,-
Estrela - Belo Horizonte (MG),Mulheres,65 anos ou mais,15,24,1,32,-,-,2,5,-,10,-,-
Estrela - Belo Horizonte (MG),Mulheres,75 anos ou mais,8,6,-,12,-,-,2,4,-,9,-,-
Estrela - Belo Horizonte (MG),Mulheres,80 anos ou mais,4,1,-,5,-,-,2,2,-,6,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Homens,15 a 19 anos,14,15,-,49,-,-,-,-,-,-,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Homens,20 a 24 anos,16,23,-,49,-,-,-,-,-,2,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Homens,25 a 34 anos,26,42,-,71,-,-,1,1,-,3,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Homens,35 a 44 anos,16,50,-,58,-,-,-,1,-,-,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Homens,45 a 54 anos,16,26,-,57,-,-,-,2,-,3,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Homens,55 a 64 anos,12,17,-,31,-,-,2,3,-,5,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Homens,65 anos ou mais,9,11,-,22,-,-,3,6,-,16,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Homens,75 anos ou mais,2,2,-,1,-,-,2,3,-,12,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Homens,80 anos ou mais,1,1,-,-,-,-,1,2,-,7,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Mulheres,15 a 19 anos,10,12,-,43,-,-,-,-,-,-,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Mulheres,20 a 24 anos,16,26,-,41,-,-,-,-,-,1,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Mulheres,25 a 34 anos,27,40,-,78,-,-,-,1,-,-,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Mulheres,35 a 44 anos,32,47,-,79,-,-,-,-,-,1,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Mulheres,45 a 54 anos,15,25,-,58,-,-,-,-,-,3,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Mulheres,55 a 64 anos,16,24,-,46,1,-,2,4,-,13,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Mulheres,65 anos ou mais,19,19,-,26,-,-,5,14,-,22,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Mulheres,75 anos ou mais,6,5,-,7,-,-,2,11,-,11,-,-
Vila Nova Cachoeirinha I - Belo Horizonte (MG),Mulheres,80 anos ou mais,5,4,-,3,-,-,1,11,-,8,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Homens,15 a 19 anos,35,70,-,150,-,-,-,1,-,4,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Homens,20 a 24 anos,53,72,-,154,-,-,2,-,-,8,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Homens,25 a 34 anos,95,114,-,262,-,-,2,4,-,3,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Homens,35 a 44 anos,62,104,-,218,1,-,6,4,-,6,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Homens,45 a 54 anos,42,94,-,151,1,-,3,9,-,10,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Homens,55 a 64 anos,42,46,-,97,1,-,4,11,-,10,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Homens,65 anos ou mais,20,16,-,48,-,-,8,10,1,19,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Homens,75 anos ou mais,5,7,-,13,-,-,2,3,-,10,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Homens,80 anos ou mais,3,5,-,8,-,-,1,1,-,6,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Mulheres,15 a 19 anos,40,52,-,146,1,-,-,-,-,1,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Mulheres,20 a 24 anos,54,71,-,157,2,-,-,1,-,1,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Mulheres,25 a 34 anos,111,96,-,287,1,-,3,-,-,1,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Mulheres,35 a 44 anos,65,116,1,258,-,-,1,2,-,3,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Mulheres,45 a 54 anos,75,73,-,178,1,-,9,5,-,12,1,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Mulheres,55 a 64 anos,35,43,-,121,-,-,11,11,-,25,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Mulheres,65 anos ou mais,30,28,-,61,1,-,21,23,-,43,1,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Mulheres,75 anos ou mais,10,10,-,18,-,-,9,10,-,21,-,-
Vila Barragem Santa Lucia - Belo Horizonte (MG),Mulheres,80 anos ou mais,5,7,-,9,-,-,4,7,-,13,-,-
Vila São Tomáz - Belo Horizonte (MG),Homens,15 a 19 anos,19,31,-,66,-,-,-,1,-,1,-,-
Vila São Tomáz - Belo Horizonte (MG),Homens,20 a 24 anos,42,31,-,77,-,-,-,1,-,2,-,-
Vila São Tomáz - Belo Horizonte (MG),Homens,25 a 34 anos,67,62,-,137,1,-,2,3,-,3,-,-
Vila São Tomáz - Belo Horizonte (MG),Homens,35 a 44 anos,50,49,1,127,-,-,-,1,-,3,-,-
Vila São Tomáz - Belo Horizonte (MG),Homens,45 a 54 anos,40,49,1,117,-,-,4,5,-,7,-,-
Vila São Tomáz - Belo Horizonte (MG),Homens,55 a 64 anos,46,26,-,83,-,-,7,8,-,10,-,-
Vila São Tomáz - Belo Horizonte (MG),Homens,65 anos ou mais,28,25,-,56,1,-,5,3,-,25,-,-
Vila São Tomáz - Belo Horizonte (MG),Homens,75 anos ou mais,6,11,-,20,-,-,3,2,-,10,-,-
Vila São Tomáz - Belo Horizonte (MG),Homens,80 anos ou mais,5,8,-,8,-,-,1,2,-,6,-,-
Vila São Tomáz - Belo Horizonte (MG),Mulheres,15 a 19 anos,34,31,-,76,-,-,-,-,-,1,-,-
Vila São Tomáz - Belo Horizonte (MG),Mulheres,20 a 24 anos,38,34,-,87,-,-,1,-,-,-,-,-
Vila São Tomáz - Belo Horizonte (MG),Mulheres,25 a 34 anos,78,66,-,141,-,-,-,1,-,-,-,-
Vila São Tomáz - Belo Horizonte (MG),Mulheres,35 a 44 anos,63,62,-,138,2,-,-,1,-,3,-,-
Vila São Tomáz - Belo Horizonte (MG),Mulheres,45 a 54 anos,76,60,-,134,-,-,-,2,-,9,-,-
Vila São Tomáz - Belo Horizonte (MG),Mulheres,55 a 64 anos,57,43,-,87,-,-,8,4,-,11,-,-
Vila São Tomáz - Belo Horizonte (MG),Mulheres,65 anos ou mais,44,31,1,72,1,-,20,21,-,33,-,-
Vila São Tomáz - Belo Horizonte (MG),Mulheres,75 anos ou mais,21,13,-,16,1,-,11,13,-,21,-,-
Vila São Tomáz - Belo Horizonte (MG),Mulheres,80 anos ou mais,11,7,-,6,-,-,6,10,-,8,-,-
Vila Dias - Belo Horizonte (MG),Homens,15 a 19 anos,8,7,-,14,-,-,-,-,-,-,-,-
Vila Dias - Belo Horizonte (MG),Homens,20 a 24 anos,6,10,-,26,1,-,-,-,-,-,-,-
Vila Dias - Belo Horizonte (MG),Homens,25 a 34 anos,8,25,-,43,-,-,-,2,-,-,-,-
Vila Dias - Belo Horizonte (MG),Homens,35 a 44 anos,14,25,-,27,-,-,-,1,-,-,-,-
Vila Dias - Belo Horizonte (MG),Homens,45 a 54 anos,9,10,-,26,-,-,-,-,-,3,-,-
Vila Dias - Belo Horizonte (MG),Homens,55 a 64 anos,10,10,-,31,-,-,1,1,-,-,-,-
Vila Dias - Belo Horizonte (MG),Homens,65 anos ou mais,8,6,-,8,-,-,-,-,-,-,-,-
Vila Dias - Belo Horizonte (MG),Homens,75 anos ou mais,4,1,-,2,-,-,-,-,-,-,-,-
Vila Dias - Belo Horizonte (MG),Homens,80 anos ou mais,2,1,-,-,-,-,-,-,-,-,-,-
Vila Dias - Belo Horizonte (MG),Mulheres,15 a 19 anos,5,12,-,17,-,-,-,-,-,-,-,-
Vila Dias - Belo Horizonte (MG),Mulheres,20 a 24 anos,7,12,-,25,1,-,-,-,-,-,-,-
Vila Dias - Belo Horizonte (MG),Mulheres,25 a 34 anos,13,10,-,44,-,-,-,-,-,-,-,-
Vila Dias - Belo Horizonte (MG),Mulheres,35 a 44 anos,12,23,-,32,1,-,-,-,-,-,-,-
Vila Dias - Belo Horizonte (MG),Mulheres,45 a 54 anos,7,12,-,26,-,-,1,1,-,1,-,-
Vila Dias - Belo Horizonte (MG),Mulheres,55 a 64 anos,8,9,-,23,-,-,1,2,-,3,-,-
Vila Dias - Belo Horizonte (MG),Mulheres,65 anos ou mais,6,10,-,15,-,-,1,4,-,5,-,-
Vila Dias - Belo Horizonte (MG),Mulheres,75 anos ou mais,4,3,-,5,-,-,1,1,-,3,-,-
Vila Dias - Belo Horizonte (MG),Mulheres,80 anos ou mais,2,3,-,3,-,-,1,-,-,2,-,-
Vila Aeroporto - Belo Horizonte (MG),Homens,15 a 19 anos,3,5,-,20,-,-,-,-,-,1,-,-
Vila Aeroporto - Belo Horizonte (MG),Homens,20 a 24 anos,12,9,-,26,-,-,-,-,-,1,-,-
Vila Aeroporto - Belo Horizonte (MG),Homens,25 a 34 anos,17,18,-,42,-,-,-,-,-,-,-,-
Vila Aeroporto - Belo Horizonte (MG),Homens,35 a 44 anos,15,17,-,30,-,-,-,1,-,1,-,-
Vila Aeroporto - Belo Horizonte (MG),Homens,45 a 54 anos,9,14,-,26,-,-,1,-,-,4,-,-
Vila Aeroporto - Belo Horizonte (MG),Homens,55 a 64 anos,9,8,-,23,-,-,1,3,-,3,-,-
Vila Aeroporto - Belo Horizonte (MG),Homens,65 anos ou mais,4,9,-,11,-,-,3,1,-,1,-,-
Vila Aeroporto - Belo Horizonte (MG),Homens,75 anos ou mais,1,-,-,1,-,-,2,1,-,-,-,-
Vila Aeroporto - Belo Horizonte (MG),Homens,80 anos ou mais,-,-,-,1,-,-,2,1,-,-,-,-
Vila Aeroporto - Belo Horizonte (MG),Mulheres,15 a 19 anos,6,5,-,22,-,-,-,-,-,-,-,-
Vila Aeroporto - Belo Horizonte (MG),Mulheres,20 a 24 anos,5,9,-,28,1,-,-,-,-,-,-,-
Vila Aeroporto - Belo Horizonte (MG),Mulheres,25 a 34 anos,15,15,1,43,-,-,-,-,-,1,-,-
Vila Aeroporto - Belo Horizonte (MG),Mulheres,35 a 44 anos,14,20,-,39,-,-,-,-,-,2,-,-
Vila Aeroporto - Belo Horizonte (MG),Mulheres,45 a 54 anos,16,20,-,27,-,-,-,-,-,2,-,-
Vila Aeroporto - Belo Horizonte (MG),Mulheres,55 a 64 anos,9,18,-,16,1,-,1,3,-,3,-,-
Vila Aeroporto - Belo Horizonte (MG),Mulheres,65 anos ou mais,9,3,-,12,-,-,3,3,-,10,-,-
Vila Aeroporto - Belo Horizonte (MG),Mulheres,75 anos ou mais,5,-,-,2,-,-,-,1,-,3,-,-
Vila Aeroporto - Belo Horizonte (MG),Mulheres,80 anos ou mais,3,-,-,1,-,-,-,1,-,3,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Homens,15 a 19 anos,3,1,-,4,-,-,-,-,-,-,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Homens,20 a 24 anos,2,7,-,10,-,-,-,-,-,-,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Homens,25 a 34 anos,5,10,-,17,-,-,-,-,-,-,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Homens,35 a 44 anos,5,8,-,12,-,-,-,-,-,-,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Homens,45 a 54 anos,7,12,-,13,-,-,-,-,-,-,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Homens,55 a 64 anos,6,1,-,16,-,-,-,-,-,-,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Homens,65 anos ou mais,4,2,-,9,-,-,-,-,-,5,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Homens,75 anos ou mais,2,1,-,3,-,-,-,-,-,3,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Homens,80 anos ou mais,-,-,-,1,-,-,-,-,-,3,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Mulheres,15 a 19 anos,3,6,-,13,-,-,-,-,-,-,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Mulheres,20 a 24 anos,5,5,-,9,-,-,-,-,-,-,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Mulheres,25 a 34 anos,8,8,-,13,-,-,1,-,-,-,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Mulheres,35 a 44 anos,8,8,-,17,-,-,-,-,-,-,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Mulheres,45 a 54 anos,6,10,-,11,-,-,-,2,-,1,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Mulheres,55 a 64 anos,6,12,-,13,-,-,-,-,-,3,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Mulheres,65 anos ou mais,4,8,-,10,-,-,4,3,-,6,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Mulheres,75 anos ou mais,2,1,-,7,-,-,1,1,-,5,-,-
Vila Aeroporto - Jaraguá - Belo Horizonte (MG),Mulheres,80 anos ou mais,1,-,-,3,-,-,-,1,-,2,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Homens,15 a 19 anos,24,52,1,76,1,-,-,1,-,2,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Homens,20 a 24 anos,34,81,-,81,-,-,-,3,1,1,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Homens,25 a 34 anos,54,104,-,122,-,-,5,-,-,5,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Homens,35 a 44 anos,33,113,-,108,-,-,3,4,-,4,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Homens,45 a 54 anos,37,78,-,88,2,-,4,7,-,6,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Homens,55 a 64 anos,27,54,-,79,-,-,5,7,-,12,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Homens,65 anos ou mais,17,44,-,52,2,-,2,3,-,14,1,-
Pedreira Prado Lopes - Belo Horizonte (MG),Homens,75 anos ou mais,3,9,-,16,-,-,-,2,-,6,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Homens,80 anos ou mais,2,5,-,4,-,-,-,2,-,2,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Mulheres,15 a 19 anos,20,56,-,71,-,-,1,1,-,-,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Mulheres,20 a 24 anos,33,64,-,86,-,-,3,1,-,1,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Mulheres,25 a 34 anos,47,103,1,138,-,-,-,3,-,3,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Mulheres,35 a 44 anos,47,128,-,139,3,-,3,6,-,5,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Mulheres,45 a 54 anos,38,109,-,118,-,-,2,3,-,5,1,-
Pedreira Prado Lopes - Belo Horizonte (MG),Mulheres,55 a 64 anos,30,80,-,92,-,-,2,13,-,6,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Mulheres,65 anos ou mais,29,69,1,70,2,-,12,20,-,29,2,-
Pedreira Prado Lopes - Belo Horizonte (MG),Mulheres,75 anos ou mais,12,28,1,19,2,-,11,9,-,18,-,-
Pedreira Prado Lopes - Belo Horizonte (MG),Mulheres,80 anos ou mais,8,14,1,8,1,-,10,5,-,14,-,-
Monte São José - Belo Horizonte (MG),Homens,15 a 19 anos,5,8,-,30,-,-,-,-,-,-,-,-
Monte São José - Belo Horizonte (MG),Homens,20 a 24 anos,6,13,1,24,-,-,-,-,-,-,-,-
Monte São José - Belo Horizonte (MG),Homens,25 a 34 anos,14,9,1,56,-,-,-,-,-,-,-,-
Monte São José - Belo Horizonte (MG),Homens,35 a 44 anos,14,19,-,51,-,-,1,-,1,-,-,-
Monte São José - Belo Horizonte (MG),Homens,45 a 54 anos,10,14,-,35,-,-,1,3,-,1,-,-
Monte São José - Belo Horizonte (MG),Homens,55 a 64 anos,3,5,-,28,-,-,1,1,-,5,-,-
Monte São José - Belo Horizonte (MG),Homens,65 anos ou mais,3,6,-,5,-,-,6,5,-,6,-,-
Monte São José - Belo Horizonte (MG),Homens,75 anos ou mais,1,3,-,-,-,-,1,-,-,-,-,-
Monte São José - Belo Horizonte (MG),Homens,80 anos ou mais,-,3,-,-,-,-,-,-,-,-,-,-
Monte São José - Belo Horizonte (MG),Mulheres,15 a 19 anos,13,5,-,26,-,-,-,-,-,-,-,-
Monte São José - Belo Horizonte (MG),Mulheres,20 a 24 anos,13,6,-,32,-,-,-,-,-,-,-,-
Monte São José - Belo Horizonte (MG),Mulheres,25 a 34 anos,9,13,1,55,-,-,-,1,-,-,-,-
Monte São José - Belo Horizonte (MG),Mulheres,35 a 44 anos,28,12,1,60,-,-,-,-,-,-,-,-
Monte São José - Belo Horizonte (MG),Mulheres,45 a 54 anos,14,5,1,32,-,-,3,-,-,2,-,-
Monte São José - Belo Horizonte (MG),Mulheres,55 a 64 anos,6,10,-,34,-,-,3,4,-,6,-,-
Monte São José - Belo Horizonte (MG),Mulheres,65 anos ou mais,6,5,-,8,-,-,4,3,1,15,-,-
Monte São José - Belo Horizonte (MG),Mulheres,75 anos ou mais,-,-,-,1,-,-,3,2,-,9,-,-
Monte São José - Belo Horizonte (MG),Mulheres,80 anos ou mais,-,-,-,-,-,-,2,-,-,5,-,-
Biquinhas - Belo Horizonte (MG),Homens,15 a 19 anos,9,12,-,49,-,-,-,-,-,-,-,-
Biquinhas - Belo Horizonte (MG),Homens,20 a 24 anos,18,22,-,44,-,-,-,-,-,-,-,-
Biquinhas - Belo Horizonte (MG),Homens,25 a 34 anos,16,18,-,59,-,-,-,-,-,3,-,-
Biquinhas - Belo Horizonte (MG),Homens,35 a 44 anos,16,20,-,92,-,-,-,-,-,5,-,-
Biquinhas - Belo Horizonte (MG),Homens,45 a 54 anos,12,29,-,55,1,-,2,-,-,4,-,-
Biquinhas - Belo Horizonte (MG),Homens,55 a 64 anos,12,14,-,33,-,-,-,2,-,5,-,-
Biquinhas - Belo Horizonte (MG),Homens,65 anos ou mais,12,13,-,31,-,-,-,2,-,9,-,-
Biquinhas - Belo Horizonte (MG),Homens,75 anos ou mais,3,3,-,7,-,-,-,-,-,4,-,-
Biquinhas - Belo Horizonte (MG),Homens,80 anos ou mais,-,-,-,5,-,-,-,-,-,2,-,-
Biquinhas - Belo Horizonte (MG),Mulheres,15 a 19 anos,15,10,-,25,-,-,-,-,-,-,-,-
Biquinhas - Belo Horizonte (MG),Mulheres,20 a 24 anos,18,17,-,53,-,-,-,-,-,-,-,-
Biquinhas - Belo Horizonte (MG),Mulheres,25 a 34 anos,24,35,-,78,-,-,1,1,-,1,-,-
Biquinhas - Belo Horizonte (MG),Mulheres,35 a 44 anos,19,31,-,89,-,-,-,2,-,3,-,-
Biquinhas - Belo Horizonte (MG),Mulheres,45 a 54 anos,17,15,-,63,-,-,-,3,-,3,-,-
Biquinhas - Belo Horizonte (MG),Mulheres,55 a 64 anos,23,12,-,52,-,-,-,1,-,7,-,-
Biquinhas - Belo Horizonte (MG),Mulheres,65 anos ou mais,9,6,-,40,-,-,3,3,-,14,-,-
Biquinhas - Belo Horizonte (MG),Mulheres,75 anos ou mais,1,1,-,4,-,-,1,1,-,6,-,-
Biquinhas - Belo Horizonte (MG),Mulheres,80 anos ou mais,-,1,-,1,-,-,-,1,-,1,-,-
Senhor dos Passos - Belo Horizonte (MG),Homens,15 a 19 anos,23,27,-,43,1,-,-,-,-,1,-,-
Senhor dos Passos - Belo Horizonte (MG),Homens,20 a 24 anos,17,42,-,52,-,-,1,-,-,1,-,-
Senhor dos Passos - Belo Horizonte (MG),Homens,25 a 34 anos,34,69,-,76,-,-,-,5,-,-,-,-
Senhor dos Passos - Belo Horizonte (MG),Homens,35 a 44 anos,25,46,-,76,1,-,-,2,-,2,-,-
Senhor dos Passos - Belo Horizonte (MG),Homens,45 a 54 anos,39,43,-,65,1,-,4,1,-,2,-,-
Senhor dos Passos - Belo Horizonte (MG),Homens,55 a 64 anos,33,35,-,52,1,-,4,4,-,4,-,-
Senhor dos Passos - Belo Horizonte (MG),Homens,65 anos ou mais,32,21,-,34,-,-,5,3,-,4,-,-
Senhor dos Passos - Belo Horizonte (MG),Homens,75 anos ou mais,13,6,-,6,-,-,2,1,-,3,-,-
Senhor dos Passos - Belo Horizonte (MG),Homens,80 anos ou mais,7,3,-,1,-,-,2,1,-,2,-,-
Senhor dos Passos - Belo Horizonte (MG),Mulheres,15 a 19 anos,26,19,-,47,1,-,-,-,-,-,-,-
Senhor dos Passos - Belo Horizonte (MG),Mulheres,20 a 24 anos,26,20,-,63,-,-,1,-,-,-,-,-
Senhor dos Passos - Belo Horizonte (MG),Mulheres,25 a 34 anos,44,57,-,81,-,-,-,1,-,-,-,-
Senhor dos Passos - Belo Horizonte (MG),Mulheres,35 a 44 anos,36,49,-,98,1,-,1,1,-,1,-,-
Senhor dos Passos - Belo Horizonte (MG),Mulheres,45 a 54 anos,58,44,-,90,-,-,1,2,-,3,-,-
Senhor dos Passos - Belo Horizonte (MG),Mulheres,55 a 64 anos,41,47,-,75,1,-,1,10,-,6,-,-
Senhor dos Passos - Belo Horizonte (MG),Mulheres,65 anos ou mais,50,39,-,71,-,-,10,8,-,18,-,-
Senhor dos Passos - Belo Horizonte (MG),Mulheres,75 anos ou mais,26,14,-,33,-,-,8,4,-,11,-,-
Senhor dos Passos - Belo Horizonte (MG),Mulheres,80 anos ou mais,21,6,-,16,-,-,6,3,-,8,-,-
Marmiteiros - Belo Horizonte (MG),Homens,15 a 19 anos,7,6,-,10,-,-,-,-,-,-,-,-
Marmiteiros - Belo Horizonte (MG),Homens,20 a 24 anos,6,4,-,18,-,-,1,1,-,1,-,-
Marmiteiros - Belo Horizonte (MG),Homens,25 a 34 anos,13,20,-,25,-,-,-,-,-,1,-,-
Marmiteiros - Belo Horizonte (MG),Homens,35 a 44 anos,13,9,-,29,-,-,-,-,-,3,-,-
Marmiteiros - Belo Horizonte (MG),Homens,45 a 54 anos,12,10,-,14,-,-,-,-,-,1,-,-
Marmiteiros - Belo Horizonte (MG),Homens,55 a 64 anos,12,10,-,19,-,-,-,2,-,2,-,-
Marmiteiros - Belo Horizonte (MG),Homens,65 anos ou mais,5,5,-,12,-,-,3,-,-,4,-,-
Marmiteiros - Belo Horizonte (MG),Homens,75 anos ou mais,1,2,-,3,-,-,2,-,-,2,-,-
