FID,ID_VILA_FAVELA,NOME_LOCALIDADE,APELIDO_LOCALIDADE,DESC_LOCALIDADE,QTDE_DOMICILIO,FONTE_DOMICILIO,DATA_QTDE_DOMICILIO,QTDE_ESTABELECIMENTO,FONTE_ESTABELECIMENTO,DATA_QTDE_ESTABELECIMENTO,QTDE_POPULACAO_EXISTENTE,FONTE_POPULACAO_EXISTENTE,DATA_INFO_POP_EXISTENTE,PLANO_URBANISTICO,GEOMETRIA
VILA_FAVELA.1510,1510,Barão Homem de Melo III,,Vila / Favela,58,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,4,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,182,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,Sim,"MULTIPOLYGON (((607596.555052356 7794516.23748573, 607603.992842322 7794502.91012618, 607618.860181573 7794513.18808698, 607627.609070467 7794518.14710286, 607638.031874902 7794523.70599961, 607644.917192734 7794527.58522977, 607646.830239079 7794528.32508285, 607652.973426879 7794532.01435077, 607656.420208791 7794534.32389253, 607667.807782255 7794540.01276338, 607670.083647742 7794540.95257679, 607674.651870778 7794544.8418053, 607664.088888477 7794555.20975185, 607665.853508965 7794556.97940086, 607659.759797838 7794562.77825237, 607661.623369036 7794564.84784191, 607654.251545425 7794572.80626558, 607652.387977337 7794592.77230856, 607648.454688467 7794593.95207528, 607644.323497901 7794592.57234933, 607638.526638777 7794598.3712008, 607637.932935257 7794601.81051921, 607632.523633176 7794609.47900007, 607624.764252438 7794614.98790929, 607618.307722069 7794619.89693723, 607614.531103554 7794610.18886192, 607612.535597571 7794604.14006107, 607610.028846609 7794599.06106809, 607610.408156884 7794594.68193598, 607603.324936591 7794582.8342852, 607596.216978933 7794573.12621036, 607594.279194826 7794571.70649202, 607588.160744577 7794567.19738659, 607583.369882272 7794561.40853463, 607580.236444191 7794559.45892148, 607580.022051044 7794559.21896908, 607574.365370631 7794555.08978829, 607596.555052356 7794516.23748573)))"
VILA_FAVELA.1463,1463,Vila Mangueiras,Antenas,Vila / Favela,573,IBGE - Censo 2010,01/12/2014,43,IBGE - Censo 2010,01/12/2014,1903,IBGE - Censo 2010,01/12/2014,Sim,"MULTIPOLYGON (((600523.576781815 7786596.2682406, 600537.017577262 7786570.30338538, 600545.148021841 7786556.23617259, 600542.962858874 7786537.93979944, 600537.734961103 7786505.92614562, 600536.432109477 7786496.9579234, 600533.125507093 7786489.79934275, 600526.891613963 7786481.17105381, 600537.198974461 7786476.62195413, 600540.085033045 7786457.51574083, 600544.026566347 7786445.51811838, 600547.70423282 7786445.77806638, 600548.767951802 7786440.58909475, 600552.214733177 7786439.25935786, 600565.177270351 7786438.19956622, 600582.617325136 7786436.75984928, 600592.932932051 7786436.22995295, 600589.667561977 7786450.78706799, 600597.476419068 7786453.24657946, 600613.704327607 7786447.40773464, 600617.645862441 7786447.03780745, 600632.735838675 7786443.92842178, 600689.978797336 7786429.37129962, 600705.29965854 7786426.88179104, 600745.86118496 7786419.58323234, 600739.041833217 7786407.15569654, 600740.476617319 7786402.90653857, 600784.155089297 7786392.30863344, 600787.486429326 7786399.28724975, 600794.157354907 7786410.48502933, 600809.404001881 7786398.69736378, 600814.178370829 7786393.31842932, 600819.942246501 7786388.38940555, 600826.308072269 7786385.03007057, 600861.790130017 7786369.25319304, 600887.797662157 7786358.85525059, 600905.84791163 7786349.22715662, 600910.24297011 7786347.02759202, 600926.619304434 7786339.59906227, 600927.831450198 7786340.34891348, 600897.503080671 7786414.05430819, 600895.837411799 7786419.20328783, 600894.171743923 7786431.8707772, 600886.585531525 7786472.43273833, 600864.445326804 7786524.67238673, 600875.667981966 7786527.70178478, 600875.51955617 7786529.22148358, 600884.763197782 7786530.59121086, 600877.869637933 7786555.1763387, 600822.820082411 7786544.80840104, 600792.565915487 7786540.02935231, 600791.733078905 7786526.38205747, 600777.632609063 7786527.44184928, 600777.475938208 7786535.25030157, 600753.068106421 7786529.90136501, 600743.321465458 7786527.551832, 600734.415905184 7786525.39226124, 600731.7607289 7786524.90235869, 600720.422631269 7786521.68299831, 600718.641524069 7786557.99580091, 600697.334146912 7786555.75624763, 600687.669965033 7786554.88642132, 600680.166206328 7786556.21615874, 600678.418077922 7786556.48610546, 600660.639942207 7786561.82504957, 600650.060467065 7786564.02461499, 600636.941258355 7786567.77387357, 600620.564923643 7786572.32297405, 600610.941971685 7786575.06243232, 600598.424712806 7786578.39177406, 600578.865464932 7786582.52095819, 600566.051354096 7786586.17023655, 600558.316710557 7786587.90989275, 600546.871417214 7786591.08926407, 600539.285199696 7786592.98888854, 600532.193735551 7786595.1884535, 600523.576781815 7786596.2682406)), ((600962.315755441 7786324.98195483, 600971.559396379 7786321.26269081, 601006.307569819 7786304.05609677, 601012.071445796 7786301.43661522, 601022.420035607 7786295.9377038, 601033.378821227 7786290.70873879, 601054.496541179 7786279.71091589, 601065.257425364 7786273.69210747, 601074.014558695 7786268.76308331, 601084.478590913 7786262.99422537, 601106.091064181 7786251.88642421, 601117.726012714 7786246.84742146, 601128.074602609 7786241.99838123, 601138.654077235 7786235.96957481, 601147.180325687 7786231.11053679, 601155.335509009 7786225.27169305, 601173.270315882 7786214.50382499, 601186.13390188 7786209.63478838, 601190.273338052 7786209.31485124, 601193.868545573 7786209.10489239, 601195.839312926 7786208.44502292, 601200.201387906 7786206.67537311, 601202.930776921 7786205.14567595, 601201.735122829 7786203.6059813, 601206.402295522 7786200.51659304, 601210.360321898 7786198.3770166, 601223.042498108 7786191.75832682, 601237.637720449 7786184.47976758, 601245.314642543 7786181.11043441, 601253.181219994 7786177.09123002, 601263.933858388 7786171.842269, 601264.304923818 7786175.08162687, 601264.502825388 7786176.8612741, 601262.185730836 7786178.53094346, 601249.998308469 7786188.98887218, 601250.930094089 7786190.31860848, 601245.578512771 7786194.54777092, 601244.366369056 7786209.22486191, 601244.16022452 7786229.44085487, 601243.096505863 7786237.02935088, 601238.247923305 7786237.7792029, 601238.07476075 7786246.14754421, 601239.66621843 7786254.63586151, 601239.592007446 7786269.80285524, 601237.63773484 7786292.82829158, 601235.873115441 7786298.99706908, 601229.738175733 7786311.16465813, 601229.012538384 7786317.72335821, 601228.237425309 7786321.34264093, 601225.524528999 7786329.85095483, 601224.122728634 7786335.45984327, 601220.181193752 7786335.4598438, 601219.653457722 7786341.90856565, 601221.624225823 7786346.87758047, 601232.99530707 7786350.54685166, 601242.494571474 7786353.69622616, 601244.539552901 7786361.12475347, 601250.831167524 7786371.74264804, 601254.772702881 7786375.30194202, 601243.681985157 7786396.49774223, 601239.51781219 7786403.39637538, 601220.651217601 7786397.06763232, 601214.384341864 7786395.62791852, 601182.06045627 7786386.59971231, 601160.810799885 7786380.95083481, 601146.100133688 7786377.62149667, 601129.806256671 7786373.1123926, 601117.445668873 7786370.3029511, 601100.797218689 7786366.20376582, 601099.964383795 7786365.33393834, 601100.038596307 7786361.65466761, 601100.121054688 7786357.82542659, 601093.598556704 7786358.70525307, 601083.20873688 7786359.91501466, 601083.208736765 7786359.04518707, 601075.17724091 7786358.36532289, 601065.620255345 7786355.66585923, 601056.714695095 7786353.67625477, 601051.272408314 7786352.74643978, 601027.161428496 7786347.13755473, 601008.962751084 7786342.12854999, 601008.715374018 7786339.11914652, 601002.76184205 7786337.60944655, 600994.730346063 7786335.93977856, 600962.258034321 7786325.75180225, 600962.315755441 7786324.98195483)))"
VILA_FAVELA.1405,1405,Vila Ouro Minas,Fazendinha,Vila / Favela,184,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,4,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,647,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,Sim,"MULTIPOLYGON (((614106.587050401 7805290.31118231, 614104.632774045 7805286.01203464, 614102.216727614 7805279.78326946, 614102.216727366 7805278.12359838, 614104.096789676 7805275.44412915, 614105.622279076 7805274.90423591, 614107.593046483 7805274.3543446, 614106.933374506 7805268.65547414, 614103.857657552 7805266.47590657, 614098.415370066 7805261.83682678, 614085.081764963 7805245.38009028, 614074.980548359 7805228.78338104, 614062.98277892 7805223.25447859, 614054.984266255 7805221.5348206, 614049.088455457 7805220.83496018, 614041.452762241 7805221.31486621, 614026.824554796 7805219.87515374, 614017.86951959 7805222.11471122, 614010.159613266 7805221.89475595, 614002.490938337 7805234.73221288, 613989.586121296 7805230.51305099, 613968.130316666 7805222.19470278, 613972.591341399 7805213.75637448, 613965.961646146 7805210.86694812, 613969.095083152 7805205.19807116, 613965.417415617 7805198.46940524, 613968.286984407 7805194.38021523, 613971.684289498 7805186.28181972, 613974.578595925 7805181.99266935, 613981.711287842 7805167.66550774, 613982.362712537 7805164.03622692, 613980.185797437 7805161.46673649, 613976.557605415 7805155.92783477, 613975.782490762 7805148.69926749, 613972.888182806 7805142.74044888, 613949.26371053 7805142.33053365, 613953.74947306 7805134.76203296, 613957.253975516 7805132.06256744, 613947.301186603 7805126.74362307, 613948.612281284 7805115.475856, 613953.444371061 7805107.26748208, 613963.784713726 7805092.25045671, 613967.289216921 7805094.51000837, 613973.061339311 7805094.73996195, 613977.151300528 7805096.30965024, 613981.101081991 7805100.278863, 613985.314731802 7805103.56821047, 613991.787753713 7805096.76955691, 613989.627330397 7805094.24005855, 613992.752521866 7805090.94071196, 613995.193305359 7805093.12027964, 614004.791518779 7805083.292226, 614012.460194513 7805075.85369908, 614015.808025135 7805073.55415432, 614016.764548768 7805076.89349236, 614019.353759664 7805088.45120139, 614018.933219674 7805090.82073183, 614020.74731571 7805093.75015099, 614022.784050125 7805092.49040035, 614025.249571553 7805096.46961136, 614033.536691386 7805105.22787435, 614036.719605203 7805109.46703373, 614041.914515992 7805113.93614723, 614053.062960004 7805127.17352208, 614054.910039329 7805128.32329394, 614063.774368691 7805118.95514926, 614071.063734049 7805115.01592887, 614075.442302468 7805123.83418056, 614077.462545218 7805123.33427932, 614083.952059498 7805120.48484308, 614087.629727155 7805128.03334651, 614091.620737391 7805127.51344895, 614102.315655696 7805128.64322345, 614111.57578909 7805128.34328151, 614121.949117742 7805129.62302634, 614137.599816603 7805138.90118518, 614148.269997973 7805144.91999074, 614157.546623962 7805150.09896295, 614168.521903229 7805156.12776647, 614173.419962072 7805161.0167968, 614177.707825104 7805165.75585694, 614177.823267621 7805166.22576379, 614180.354756827 7805174.644095, 614182.226575163 7805184.77208749, 614182.993443421 7805188.61132649, 614184.626130283 7805194.11023643, 614186.844275568 7805201.61874801, 614188.031684773 7805209.49718643, 614187.372014706 7805216.57578364, 614188.60065221 7805216.78574184, 614188.47696393 7805217.16566657, 614188.155375295 7805224.11428948, 614187.809047957 7805224.13428558, 614187.025689066 7805227.95352877, 614187.561671866 7805228.02351482, 614187.009197963 7805232.47263314, 614186.168117997 7805237.28168018, 614185.739332065 7805239.30127998, 614184.304547385 7805239.43125444, 614182.020437226 7805246.89977462, 614177.114135121 7805259.58726086, 614176.454463966 7805259.3972986, 614175.596891958 7805262.44669438, 614173.997189481 7805262.48668669, 614174.087894727 7805265.59607043, 614179.431231154 7805267.6256674, 614204.020473891 7805277.63368027, 614191.734101632 7805294.16040672, 614182.564674839 7805306.63793521, 614181.006201407 7805303.98846053, 614177.559417934 7805291.70089629, 614170.764806283 7805298.07963311, 614161.80977148 7805303.02865362, 614144.023388188 7805299.38937754, 614136.841218532 7805297.60973131, 614136.371203353 7805300.94906957, 614130.310474734 7805299.97926268, 614129.337460371 7805303.64853562, 614122.806715763 7805300.60913897, 614120.82770147 7805294.50034995, 614115.657528826 7805293.23060237, 614115.146284217 7805296.66992082, 614111.287208032 7805296.0300482, 614109.440128694 7805294.80029221, 614106.587050401 7805290.31118231)))"
VILA_FAVELA.1328,1328,Conjunto São Francisco de Assis,Trevo / Braúnas,Loteamento Público de Interesse Social,89,IBGE - Censo 2010,01/12/2014,6,IBGE - Censo 2010,01/12/2014,300,IBGE - Censo 2010,01/12/2014,Não,"MULTIPOLYGON (((603504.080812885 7806926.82835771, 603493.682746964 7806928.53802029, 603485.675988709 7806928.97793419, 603483.952597903 7806929.08791263, 603468.903850502 7806930.59761547, 603472.820645941 7806916.70036916, 603474.684215979 7806910.07168262, 603473.628742149 7806909.88172041, 603475.731442721 7806901.41339842, 603476.407605264 7806898.72393134, 603477.496062579 7806898.39399658, 603478.42784751 7806894.42478309, 603479.285419478 7806890.74551215, 603480.266679709 7806886.52634819, 603481.223202285 7806882.40716442, 603482.311659121 7806878.52793308, 603483.218706485 7806875.30857098, 603484.571031641 7806870.46952983, 603485.263685991 7806868.00001915, 603486.69847 7806862.88103347, 603488.941350753 7806854.89261635, 603489.229956733 7806853.87281842, 603490.631757077 7806847.95399125, 603490.953346566 7806846.58426267, 603492.470589288 7806840.14553852, 603492.610769324 7806839.56565342, 603496.04105711 7806824.22869252, 603496.766694891 7806820.83936414, 603497.294431454 7806818.33985943, 603499.611525083 7806809.42162657, 603514.363421201 7806813.28085973, 603520.514854688 7806814.91053592, 603528.2907279 7806813.39083605, 603539.430924529 7806816.76016679, 603546.052373743 7806818.75976961, 603553.160330474 7806821.17928913, 603561.002171368 7806823.84875902, 603568.464701311 7806826.12830623, 603574.533675937 7806827.97793884, 603585.344037042 7806831.6572082, 603591.355290468 7806833.66680911, 603592.798321631 7806837.87597471, 603594.835057299 7806845.70442296, 603601.440017652 7806869.18976762, 603603.790097181 7806877.55810882, 603605.785603012 7806882.48713169, 603610.040483777 7806897.17422036, 603612.473022204 7806905.58255362, 603615.169429201 7806914.89070851, 603614.633446461 7806915.26063527, 603599.040470315 7806916.29043329, 603590.951253181 7806916.82032938, 603583.241346997 7806917.73015011, 603574.418245802 7806918.75994722, 603566.865011508 7806919.64977189, 603559.328268991 7806920.52959854, 603551.395723802 7806921.43941931, 603538.540382896 7806922.89913175, 603535.901698425 7806923.19907267, 603527.820727234 7806924.12888949, 603519.541854707 7806925.06870435, 603504.080812885 7806926.82835771)))"
VILA_FAVELA.1394,1394,Vila Novo São Lucas,,Vila / Favela,980,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,64,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,3436,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,Sim,"MULTIPOLYGON (((614277.415731508 7795920.39820939, 614239.806230315 7795910.03026993, 614221.714749162 7795905.14124165, 614216.693002496 7795903.291609, 614182.365366031 7795899.01246225, 614181.540783242 7795939.82437348, 614146.883311208 7795935.48523869, 614147.914041891 7795899.14244165, 614147.526479687 7795862.89962501, 614142.496484589 7795844.05336108, 614141.375043286 7795841.3638943, 614139.115668864 7795835.7450083, 614141.663647601 7795829.34627614, 614147.435768984 7795823.30747216, 614149.324077183 7795820.78797125, 614162.105202678 7795804.60117755, 614163.927543879 7795802.84152603, 614174.820360844 7795786.9646712, 614177.821863532 7795780.94586367, 614179.866842991 7795774.21719698, 614180.196678347 7795772.85746644, 614180.196677934 7795770.09801335, 614179.833858356 7795767.00862572, 614176.370583399 7795756.41072674, 614175.834600483 7795755.5309012, 614169.345084598 7795747.12256871, 614153.166647331 7795726.46666511, 614150.057946669 7795722.99735319, 614130.7048429 7795707.37045333, 614118.533909343 7795697.84234362, 614112.918460011 7795704.95093554, 614097.259519658 7795723.77720652, 614080.355448295 7795730.74582787, 614076.793224266 7795730.80581651, 614070.031593442 7795718.35828462, 614068.769972551 7795719.17812232, 614056.871151372 7795696.54261045, 614045.780427381 7795674.3670073, 614040.783417463 7795666.35859531, 614024.473047718 7795657.34038515, 614004.831338068 7795643.25318017, 613986.75635353 7795670.68774534, 613983.928013192 7795667.88830062, 613965.218092695 7795678.55618904, 613957.433971402 7795664.51897237, 613943.523153085 7795640.32376994, 613942.706809683 7795637.70428924, 613929.769007865 7795624.21696435, 613923.840212674 7795617.40831471, 613922.850705422 7795613.55907778, 613922.743508243 7795609.38990412, 613923.724768521 7795605.97058168, 613927.658051911 7795568.13807949, 613925.085331973 7795550.88150013, 613927.501374685 7795532.41515979, 613933.858951719 7795509.86962736, 613942.484148061 7795486.26430464, 613944.760011972 7795476.57622448, 613945.361959856 7795463.10889362, 613944.80948413 7795455.32043737, 613940.373190448 7795419.06762334, 613938.855945451 7795409.52951402, 613939.614565947 7795400.90122403, 613944.438409851 7795393.22274519, 613944.339454458 7795361.58901501, 613945.493877217 7795350.22126793, 613951.109328099 7795353.51061515, 613970.157333622 7795366.84796883, 613986.030671866 7795380.01535668, 613996.824542478 7795393.03277502, 614007.783331298 7795408.90962659, 614018.733873708 7795421.28717172, 614031.745888455 7795434.30458973, 614035.398817795 7795437.80389562, 614037.625208647 7795443.35279549, 614040.634958836 7795448.12184981, 614046.349360393 7795451.45118909, 614050.793894741 7795452.72093676, 614056.038280129 7795452.72093597, 614064.927348397 7795452.40099806, 614078.895883703 7795448.27181438, 614088.098295398 7795445.58234605, 614092.229485774 7795445.58234543, 614101.275226216 7795447.16203098, 614118.261758288 7795452.40099008, 614134.613356246 7795453.20082911, 614152.069903086 7795452.40098503, 614170.639644941 7795451.6111388, 614200.803106717 7795450.97126111, 614220.172701608 7795462.24902296, 614243.343651459 7795474.46659797, 614256.677254669 7795479.38562103, 614271.124052487 7795481.61517696, 614283.822721462 7795481.29523847, 614290.806989186 7795479.70555251, 614295.886456556 7795478.11586681, 614298.739536354 7795492.88293955, 614301.444190223 7795508.11991918, 614302.549141461 7795522.24711901, 614337.635409714 7795593.3630186, 614377.949558588 7795577.80609593, 614398.267429098 7795578.28599778, 614413.596536973 7795580.06564275, 614413.299685122 7795581.07544265, 614414.074802902 7795609.18987026, 614409.910631547 7795626.37646451, 614403.660249458 7795638.094143, 614392.990071233 7795652.16135649, 614377.883604733 7795666.21857262, 614360.179684143 7795686.52455063, 614336.481004139 7795719.33805056, 614319.032707354 7795747.98237588, 614288.308532508 7795797.97247247, 614279.716319431 7795819.58818952, 614273.985429477 7795838.85437184, 614275.552152401 7795865.67905497, 614280.235821712 7795894.84327394, 614277.893992712 7795918.01868094, 614277.415731508 7795920.39820939)))"
VILA_FAVELA.1348,1348,Vila Santa Mônica,Mãe dos Pobres,Vila / Favela,651,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,34,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,2107,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,Não,"MULTIPOLYGON (((605210.353399314 7808600.79637123, 605207.85489449 7808597.72697987, 605210.114266242 7808584.1796644, 605213.503325924 7808578.78073391, 605220.883395245 7808568.33280349, 605229.764215646 7808552.53593294, 605238.966624916 7808530.88022346, 605246.066333119 7808514.00356715, 605250.032604415 7808504.06553615, 605254.749251682 7808494.57741588, 605260.513126649 7808483.51960656, 605265.064855911 7808472.42180532, 605267.076852154 7808467.3328136, 605269.336224867 7808460.76411509, 605271.1750574 7808455.39517887, 605271.793498859 7808453.76550176, 605278.835484593 7808427.87063271, 605280.542382524 7808419.77223743, 605280.938184996 7808418.28253262, 605283.032640362 7808414.88320601, 605291.088872279 7808402.20571738, 605293.752294121 7808399.7262084, 605303.25155716 7808390.86796265, 605306.442715836 7808387.87855465, 605314.25981816 7808383.84935209, 605318.399253253 7808374.8411368, 605314.465963542 7808370.46200521, 605296.926953841 7808344.66711974, 605304.018417832 7808339.97804805, 605311.843765756 7808333.8492616, 605326.438988024 7808323.24136189, 605322.645875999 7808301.24572159, 605329.423996409 7808298.04635471, 605329.366275103 7808297.4464736, 605329.844536482 7808296.07674499, 605338.816062789 7808288.47824965, 605342.271089921 7808285.5288337, 605344.596430415 7808283.81917221, 605350.698387812 7808279.84995799, 605362.580712959 7808272.13148603, 605363.768120866 7808271.22166617, 605368.773375213 7808268.73215886, 605385.504282855 7808258.80412413, 605385.974298494 7808258.51418152, 605390.394094697 7808255.88470203, 605400.363373488 7808247.58634525, 605409.763686001 7808239.78788948, 605410.365635831 7808239.23799837, 605426.263708339 7808226.92043732, 605427.731476325 7808224.91083538, 605432.967614895 7808217.55229299, 605435.317693117 7808216.28254432, 605440.248733873 7808209.52388309, 605444.59431652 7808202.89519618, 605447.315459139 7808197.18632721, 605452.650547812 7808185.71859918, 605453.483382387 7808184.08892205, 605456.822966265 7808175.30066327, 605457.754751409 7808172.95112878, 605463.68354348 7808157.00428836, 605471.063614268 7808157.2542378, 605474.361969927 7808157.36421555, 605482.195564726 7808158.38401236, 605491.777288043 7808159.62376534, 605494.556152725 7808159.98369363, 605496.485690911 7808160.95350116, 605519.120656943 7808163.99289568, 605520.472982751 7808163.9429054, 605528.916773261 7808164.37281903, 605529.840312818 7808164.20285259, 605535.340320774 7808163.61296874, 605544.930289899 7808164.24284258, 605560.490283049 7808167.11227176, 605563.120721699 7808167.27223969, 605574.112492245 7808169.88172102, 605587.215210428 7808172.66116836, 605589.359140831 7808167.12226579, 605580.519544968 7808147.32619026, 605576.470811349 7808132.38915109, 605563.30212472 7808119.96161584, 605575.134975745 7808121.04140022, 605586.984318557 7808122.19117071, 605595.114765339 7808123.05099918, 605598.775940157 7808123.43092339, 605610.369660394 7808124.49071175, 605607.9371273 7808154.81470237, 605607.904144522 7808160.44358683, 605608.761717717 7808165.71254249, 605608.3988991 7808169.36181932, 605616.793217063 7808189.94773836, 605618.607312709 7808190.23768066, 605617.254988316 7808200.51564392, 605615.498615714 7808213.38309406, 605620.701771831 7808214.0129685, 605620.553347564 7808226.57047984, 605620.553348261 7808231.60948118, 605618.293975641 7808238.81805288, 605618.211516831 7808239.417934, 605636.270014351 7808242.02741436, 605634.695052024 7808260.06384005, 605632.237779235 7808275.72073747, 605607.376423254 7808273.53117484, 605601.159024353 7808284.3090397, 605594.248968736 7808280.3998154, 605564.036036926 7808323.09135883, 605563.74743078 7808322.90139652, 605557.975307889 7808319.20213045, 605554.388345846 7808317.1825312, 605553.217429498 7808316.5026661, 605552.623725436 7808316.17273157, 605550.751908487 7808315.3029042, 605546.191931515 7808313.1833249, 605540.048743982 7808312.14353182, 605534.433293376 7808311.283703, 605532.990262721 7808310.8537884, 605516.341812644 7808311.16372928, 605503.222602982 7808310.56384997, 605493.63263408 7808311.55365513, 605490.581654883 7808309.92397853, 605486.936972013 7808310.78380863, 605463.279512671 7808285.61879917, 605461.935432049 7808280.56979998, 605461.729284985 7808281.75956422, 605446.762997573 7808291.37766014, 605440.446647079 7808295.48684664, 605435.218753669 7808297.57643325, 605433.833444408 7808298.37627492, 605425.768965427 7808302.51545572, 605418.487845855 7808306.24471765, 605417.498339252 7808306.90458701, 605414.134016797 7808309.10415156, 605403.142247606 7808316.32272247, 605407.42186494 7808322.73145178, 605385.355870995 7808361.31380845, 605381.538025031 7808366.35281034, 605364.78238079 7808384.03930748, 605358.507260203 7808391.49783019, 605350.987010575 7808400.51604398, 605340.654913193 7808412.68363399, 605318.613653761 7808428.44051428, 605307.819785968 7808436.10899601, 605283.972676995 7808453.14562293, 605282.529647312 7808459.74431537, 605281.094863292 7808464.73332684, 605272.378962174 7808491.39804355, 605270.36696579 7808495.4772354, 605266.747021375 7808502.05593211, 605257.437414848 7808518.63264818, 605253.908175146 7808524.72144197, 605253.215521963 7808535.62928032, 605252.926916578 7808540.94822624, 605242.817458894 7808558.17481361, 605228.164516179 7808574.46158788, 605223.151016078 7808577.96089506, 605217.065551399 7808588.76875397, 605210.353399314 7808600.79637123)), ((605106.982950691 7808726.83140749, 605130.731110124 7808717.91317167, 605149.111196015 7808710.99454029, 605157.686921009 7808713.25409131, 605159.360836082 7808710.21469343, 605163.31886207 7808704.49582626, 605168.05200151 7808697.85714129, 605172.999533973 7808690.528593, 605178.276901962 7808682.94009618, 605180.338373521 7808677.7211302, 605181.006290422 7808676.86130051, 605185.434332095 7808671.16242932, 605191.346633368 7808662.27419, 605196.376623259 7808644.34774202, 605203.360891631 7808646.44732496, 605212.901385732 7808649.29675894, 605221.246225865 7808651.80626045, 605230.044590098 7808655.76547459, 605220.281459764 7808673.04205202, 605217.78295605 7808678.04106164, 605213.594045498 7808686.17944933, 605210.501836905 7808684.91969942, 605208.803184532 7808690.60857221, 605205.603780372 7808696.54739568, 605204.34215966 7808698.89693022, 605201.208722595 7808704.69578143, 605200.177986717 7808706.60540311, 605196.67348474 7808713.11411368, 605192.863884939 7808720.17271531, 605192.509311799 7808720.84258261, 605194.422358175 7808721.5724377, 605197.588779766 7808722.80219354, 605203.657754602 7808726.04155073, 605205.768702597 7808728.80100356, 605194.760441835 7808737.5892634, 605193.177231281 7808738.72903773, 605186.629996009 7808743.72804792, 605189.656237743 7808746.83743127, 605194.529559643 7808757.21537388, 605196.772442514 7808764.70388947, 605191.396123028 7808766.29357516, 605184.543789343 7808767.54332843, 605170.91333433 7808765.37376028, 605153.893819681 7808768.93305723, 605140.007742405 7808768.93305914, 605135.183897138 7808767.97325002, 605128.661398671 7808766.70350256, 605117.174874963 7808765.50374192, 605106.982950691 7808726.83140749)), ((605231.545377688 7808915.39402055, 605224.10758444 7808906.25583261, 605218.887935735 7808899.76711927, 605214.443400758 7808894.3881859, 605208.704260961 7808887.34958161, 605199.468863584 7808876.0018318, 605205.232738867 7808867.20357467, 605207.780718071 7808863.32434311, 605211.474875621 7808857.69545815, 605217.832454796 7808847.99737926, 605219.737254769 7808844.98797541, 605221.073088367 7808841.79860731, 605223.950902798 7808835.47985918, 605227.875944037 7808821.09270992, 605229.228268984 7808814.78396002, 605229.986890494 7808812.69437402, 605244.986161399 7808802.51638906, 605251.549888524 7808798.04727386, 605253.067131961 7808796.89750151, 605253.273279025 7808795.69773925, 605266.013176546 7808787.21941776, 605273.178853679 7808783.53014792, 605275.974211126 7808791.03865947, 605273.698345922 7808792.43838238, 605287.139149277 7808822.11249965, 605281.738092276 7808824.81196541, 605274.679611145 7808824.49202978, 605273.426235999 7808824.49202996, 605268.70134163 7808825.1918919, 605261.510926455 7808826.18169674, 605257.206572416 7808826.77158042, 605258.006424715 7808834.42006452, 605267.654119066 7808864.03419419, 605263.679600962 7808867.31354483, 605260.125623156 7808870.25296278, 605255.846007189 7808873.7722659, 605249.274034381 7808879.73108587, 605248.144347849 7808881.74068776, 605245.579876819 7808885.26998867, 605243.015405717 7808888.27939261, 605236.715547097 7808893.12843248, 605231.545377688 7808915.39402055)))"
VILA_FAVELA.1317,1317,Vila São José,São José / Avenida Pedro II,Vila / Favela,13,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,0,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,45,URBEL - Estudo Proporcional sobre Censo 2010,01/12/2014,Não,"MULTIPOLYGON (((605539.214609792 7798912.85637018, 605566.343582867 7798900.03890679, 605576.593225912 7798921.73460538, 605562.088708099 7798928.67323218, 605549.472498724 7798934.55206877, 605546.528716481 7798935.52187696, 605542.273836821 7798928.80320916, 605544.343554258 7798923.70421948, 605539.214609792 7798912.85637018)), ((605547.188382435 7798898.17927801, 605545.943252065 7798890.0008991, 605545.976234687 7798883.26223467, 605548.012967887 7798873.22422388, 605552.22661588 7798863.89607209, 605557.429771994 7798864.96585934, 605556.349561198 7798869.75491032, 605559.623180751 7798881.45259144, 605558.279101054 7798882.97229043, 605562.402046793 7798891.89052231, 605547.188382435 7798898.17927801)))"
